,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,origine,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
x,MPB17-AUL-1050,60,Courgette,Activé,,kg,2.50 €,Les 500g,0.500,1,1.25 €,2.5 €/kg,5,0.20,0.95 €,courgette.jpg,courgette.jpg,courgette.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,56789,,,,France,,Non,"La courgette est cultivée depuis peu en France, mais elle a su très vite se faire adopter. Ce légume du soleil qui fleure bon la Méditerranée est présent dans les assiettes tout l’été. Facile à préparer, la courgette se consomme sous toutes ses formes. Et sa richesse en vitamines vous donne de l’énergie à la belle saison.",,,,0.500,,Courgette - Au Pas De Courses,"Courgette - Pascal Bassard Primeur - Les 500g - La courgette est cultivée depuis peu en France, mais elle a su très vite se faire adopter. Ce légume du soleil q",,MPB17-AUL-1010,
,MPB17-LRA-1108,61,Navet,Activé,,kg,3.95 €,Les 500g,0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,navet.jpg,navet.jpg,navet.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France,,Non,"Avec la carotte et le poireau, le navet est le troisième mousquetaire des légumes dits ""basiques"".  Originaire d’Europe de l’Est, cette racine gorgée d’eau n’est pas aussi fade que sa réputation le laisse entendre. Au contraire, son goût caractéristique donne une touche indispensable à de nombreuses spécialités régionales comme à des plats très raffinés. Ses qualités nutritionnelles en font un compagnon de votre bien-être, apprécié de l’automne au printemps.",,,,0.500,,Navet - Au Pas De Courses,"Navet - Pascal Bassard Primeur - Les 500g - Avec la carotte et le poireau, le navet est le troisième mousquetaire des légumes dits ""basiques"".  Originaire d’Eur",,,
x,MPB17-LRA-1029,63,Botte de carotte,Activé,,botte,2.50 €,La botte,,1,2.50 €,2.5 €/botte,5,0.20,1.90 €,PBP17-bottecarotte.jpg,PBP17-bottecarotte.jpg,PBP17-bottecarotte.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France,,Non,"Toujours disponible et très bon marché, la carotte est aujourd’hui le deuxième légume le plus consommé en France, juste derrière la tomate. Elle renferme de très nombreux minéraux et vitamines. D’après l’adage, elle rendrait même aimable…",,,,0.000,,Botte de carotte - Au Pas De Courses,"Botte de carotte - Pascal Bassard Primeur - La botte - Toujours disponible et très bon marché, la carotte est aujourd’hui le deuxième légume le plus consommé en",MPB17-LRA-1101,,
,MPB17-PDT-1201,64,Pomme de Terre Charlotte,Activé,,kg,1.95 €,Les 500g,0.500,1,0.98 €,1.95 €/kg,5,0.20,0.74 €,POMME_DE_TERRE_CHARLOTTE__64.jpg,POMME_DE_TERRE_CHARLOTTE__64.jpg,POMME_DE_TERRE_CHARLOTTE__64.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Pommes de Terre,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Pommes de Terre;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France,Chair ferme,Non,"La Charlotte est une variété de pomme de terre créée en France et mise sur le marché en 1981. Elle a donc été sous licence jusqu'en 2011, mais depuis cette date son utilisation est libre. De forme oblongue, elle a la peau fine et la chair ferme. C'est la variété à chair ferme la plus cultivée en France.","D'une excellente tenue à la cuisson, on peut la cuire à la vapeur, la sauter mais non la rôtir.",,,0.500,,Pomme de Terre Charlotte - Au Pas De Courses,Pomme de Terre Charlotte - Pascal Bassard Primeur - Les 500g - La Charlotte est une variété de pomme de terre créée en France et mise sur le marché en 1981. Ell,,re::^MPB17-PDT,
x,MPB17-PDT-1023,66,Pomme de Terre Spunta,Activé,,kg,1.20 €,Les 500g,0.500,1,0.60 €,1.2 €/kg,5,0.20,0.45 €,CDV17-pdtspunta.jpg,CDV17-pdtspunta.jpg,CDV17-pdtspunta.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Pommes de Terre,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Pommes de Terre;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France,Chair farineuse,Non,"La 'Spunta' est une variété cultivée de pomme de terre d'origine néerlandaise, aux tubercules à peau jaune de grande taille et de forme allongée, d'utilisation assez polyvalente en cuisine. C'est l'une des variétés parmi les plus cultivées dans l’Europe du Nord-Ouest, notamment aux Pays-Bas et en France où elle a pris la première place, devant la 'Bintje'. Elle est très cultivée dans les pays méditerranéens (Maghreb, Égypte) pour la production de pommes de terre nouvelles exportées vers l'Europe.","Votre primeur vous la recommande pour des purées, des potages ou pour faire des frites.",,,0.500,,Pomme de Terre Spunta - Au Pas De Courses,"Pomme de Terre Spunta - Pascal Bassard Primeur - Les 500g - La 'Spunta' est une variété cultivée de pomme de terre d'origine néerlandaise, aux tubercules à peau",,re::^MPB17-PDT,
x,MPB17-SAL-1143,70,Salade Feuille de Chêne,Activé,,piece,1.50 €,La pièce,,1,1.50 €,1.5 €/piece,5,0.20,1.14 €,feuilledechene.jpg,feuilledechene.jpg,feuilledechene.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Salade;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France,,Non,"La feuille de chêne fait partie de la famille des laitues et possède un léger gout poivré. On l'appelle également ""laitue à couper"" car elle a la particularité de repousser après une première cueillette.",,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Feuille de Chêne - Au Pas De Courses,Salade Feuille de Chêne - Pascal Bassard Primeur - La pièce - La feuille de chêne fait partie de la famille des laitues et possède un léger gout poivré. On l'ap,,re::^MPB17-SAL,
x,MPB17-SAL-1144,70,Salade Laitue,Activé,,piece,1.50 €,La pièce,,1,1.50 €,1.5 €/piece,5,0.20,1.14 €,laitue.jpg,laitue.jpg,laitue.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,4567,,,,France,,Non,"Originaire de l'est de la Méditerranée et de l'Asie occidentale, la culture de la salade remonte à 4500 ans avant notre ère. A l'époque, on cultivait la laitue pour l'huile contenu dans ces graines. Le mot laitue vient du latin lactus, qui signifie « lait », parce qu'une substance d'aspect laiteux s'écoule de ses tiges entaillées. La laitue est une plante annuelle dont les feuilles tendres et croquantes sont habituellement vertes, ou encore rouges.",,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Laitue - Au Pas De Courses,"Salade Laitue - Pascal Bassard Primeur - La pièce - Originaire de l'est de la Méditerranée et de l'Asie occidentale, la culture de la salade remonte à 4500 ans ",,re::^MPB17-SAL,
x,MPB17-SAL-1142,71,Salade Batavia,Activé,,piece,1.50 €,La pièce,,1,1.50 €,1.5 €/piece,5,0.20,1.14 €,batavia.jpg,batavia.jpg,batavia.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Salade;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France,,Non,"La batavia est une variété de laitue munie d’une grosse pomme de couleur vert clair ou vert jaune, qui est craquante, au goût légèrement sucré. Le terme batavia est issu du nom latin de la Hollande, batavia.","Se consomme cru, cuite ou braisée.","Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Batavia - Au Pas De Courses,"Salade Batavia - Pascal Bassard Primeur - La pièce - La batavia est une variété de laitue munie d’une grosse pomme de couleur vert clair ou vert jaune, qui est ",,re::^MPB17-SAL,
,MPB17-OAE-1002,73,Ail rose,Activé,,kg,19.95 €,La tête de 90g environ,0.090,1,1.80 €,19.95 €/kg,5,0.20,1.36 €,ail.jpg,ail.jpg,ail.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,"Oignons, Ails & Echalottes",Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,"Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Oignons, Ails & Echalottes",,45678,,,,France,,Non,"Consommé depuis des millénaires, l’ail est un condiment très apprécié qui fait depuis longtemps partie de la tradition culinaire française. Sa culture, très simple, ne demande pas d’attention particulière et les espèces produites en France proposent un large éventail de goûts. En cuisine, ce condiment relève et sublime les saveurs, tout en participant à votre bien-être grâce à ses atouts nutritionnels.",,,,0.090,,Ail rose - Au Pas De Courses,"Ail rose - Pascal Bassard Primeur - La tête de 90g environ - Consommé depuis des millénaires, l’ail est un condiment très apprécié qui fait depuis longtemps par",,re::^MPB17-OAE,
x,MPB17-OAE-1056,74,Echalote,Activé,,sac,1.95 €,Le sac de 250g,0.250,1,1.95 €,1.95 €/sac,5,0.20,1.48 €,echalote.jpg,echalote.jpg,echalote.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,"Oignons, Ails & Echalottes",Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,"Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Oignons, Ails & Echalottes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison",,123456789OND,,,,France,,Non,"Légume aromatique typiquement français, l’échalote appartient à la famille des oignons. Sa culture est principalement située dans l’ouest de la France et en Bretagne. Présente sur les étals toute l’année, l’échalote dynamise toutes vos recettes au quotidien, tout en vous prodiguant ses bienfaits.",,,,0.250,,Echalote - Au Pas De Courses,"Echalote - Pascal Bassard Primeur - Le sac de 250g - Légume aromatique typiquement français, l’échalote appartient à la famille des oignons. Sa culture est prin",,re::^MPB17-OAE,
,MPB17-ARO-1083,76,Aneth,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,aneth.jpg,aneth.jpg,aneth.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,L'aneth est une plante annuelle aromatique d'une saveur proche du fenouil. ,"L'aneth sert à assaisonner les sauces claires, la mayonnaise ou la rémoulade, mais également les ragoûts de poulet ou de veau, les poissons. Il va également bien avec les légumes comme le concombre, les courgettes et les haricots. L'aneth frais se conserve deux jours maximum au réfrigérateur dans des sachets en plastique ou entouré d'un papier absorbant humide.","Je choisis l'aneth en botte, d'une couleur verte et non jaunatre, avec des brins bien droit.",,0.000,,Aneth - Au Pas De Courses,Aneth - Pascal Bassard Primeur - La pièce - L'aneth est une plante annuelle aromatique d'une saveur proche du fenouil. ,,,
x,MPB17-ARO-1085,76,Basilic,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,basilic.jpg,basilic.jpg,basilic.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,"De la même famille que le romarin ou la sauge, le basilic est cultivée comme plante aromatique et condimentaire. Le terme basilic vient du grec basilikon, « royal», en référence à la haute estime portée à cette herbe. Cette plante, originaire d'Iran ou de l'Inde où elle est sacrée, est arrivée en Europe via le Moyen-Orient au XVème siècle. e basilic se récolte en été. Il existe de nombreuses variétés de basilic, celle à petites feuilles étant la plus répandue sur les marchés. On peut également citer le basilic à grandes feuilles, le basilic pourpre ou le basilic thaï, au goût un peu plus piquant. ","
On peut l'utiliser frais, séché ou broyé. Le basilic frais est plus aromatique, en botte avec les racines. Le basilic frais aromatise particulièrement bien les salades mais peut également se marier avec les oeufs et les pâtes, ainsi qu'avec les légumes, tels que la courgette, les carottes et les aubergines. Il est également indispensable dans les sauces aux herbes comme le pesto, et sur les pizzas. Il peut être travaillé en infusion et par exemple remplacer la vanille dans une crème anglaise. Enfin, le basilic s'harmonise avec la sauge, l'ail, le romarin et le thym.
Le basilic frais se conserve un à deux jours au réfrigérateur en sachet de congélation ou dans du papier absorbant humide. Le basilic séché, conservé au frais et à l'abri de la lumière, se garde plusieurs mois. Il peut être congelé ou conservé dans du vinaigre ou de l'huile.","Je choisis le basilic avec des feuilles bien lisses, vertes et sans tâches.",,0.000,,Basilic - Au Pas De Courses,"Basilic - Pascal Bassard Primeur - La pièce - De la même famille que le romarin ou la sauge, le basilic est cultivée comme plante aromatique et condimentaire. L",,,
,MPB17-ARO-1084,76,Cerfeuil,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,cerfeuil.jpg,cerfeuil.jpg,cerfeuil.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,,,,,0.000,,Cerfeuil - Au Pas De Courses,Cerfeuil - Pascal Bassard Primeur - La pièce - ,,,
x,MPB17-ARO-1079,76,Ciboulette,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,ciboulette.jpg,ciboulette.jpg,ciboulette.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,,,,,0.000,,Ciboulette - Au Pas De Courses,Ciboulette - Pascal Bassard Primeur - La pièce - ,,,
x,MPB17-ARO-1088,76,Citronnelle,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,citronnelle.jpg,citronnelle.jpg,citronnelle.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,,,,,0.000,,Citronnelle - Au Pas De Courses,Citronnelle - Pascal Bassard Primeur - La pièce - ,,,
x,MPB17-ARO-1082,76,Coriandre,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,coriandre.jpg,coriandre.jpg,coriandre.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,,,,,0.000,,Coriandre - Au Pas De Courses,Coriandre - Pascal Bassard Primeur - La pièce - ,,,
x,MPB17-ARO-1080,76,Estragon,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,estragon.jpg,estragon.jpg,estragon.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,,,,,0.000,,Estragon - Au Pas De Courses,Estragon - Pascal Bassard Primeur - La pièce - ,,,
,MPB17-ARO-1081,76,Menthe,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,menthe.jpg,menthe.jpg,menthe.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France,,Non,,,,,0.000,,Menthe - Au Pas De Courses,Menthe - Pascal Bassard Primeur - La pièce - ,,,
x,MPB17-ARO-1090,76,Oseille,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,oseille.jpg,oseille.jpg,oseille.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,,,,,0.000,,Oseille - Au Pas De Courses,Oseille - Pascal Bassard Primeur - La pièce - ,,,
x,MPB17-ARO-1089,76,Persil plat,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,persil.jpg,persil.jpg,persil.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,,,,,0.000,,Persil plat - Au Pas De Courses,Persil plat - Pascal Bassard Primeur - La pièce - ,,,
,MPB17-ARO-1087,76,Romarin,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,romarin.jpg,romarin.jpg,romarin.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,,,,,0.000,,Romarin - Au Pas De Courses,Romarin - Pascal Bassard Primeur - La pièce - ,,,
x,MPB17-ARO-1086,76,Sauge,Activé,,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,sauge.jpg,sauge.jpg,sauge.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,,,,,0.000,,Sauge - Au Pas De Courses,Sauge - Pascal Bassard Primeur - La pièce - ,,,
x,MPB17-FSE-1110,78,Noix fraîche,Activé,1,kg,3.95 €,Le kilo,1.000,1,3.95 €,3.95 €/kg,5,0.20,3.00 €,PBP17-Noixfraiches.jpg,PBP17-Noixfraiches.jpg,PBP17-Noixfraiches.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Oui,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,9ON,,,,,,Non,,,,,1.000,,Noix fraîche - Au Pas De Courses,Noix fraîche - Pascal Bassard Primeur - Le kilo - ,,,
,MPB17-ARO-1024,84,Bouquet garni - Thym Laurier,Activé,,piece,1.95 €,La pièce,,1,1.95 €,1.95 €/piece,5,0.20,1.48 €,bouquetgarni.jpg,bouquetgarni.jpg,bouquetgarni.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Aromates,,Oui,Mon Primeur/Pascal Bassard Primeur/Aromates,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Aromates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,Stock limité,,,France,,Non,,,,,0.000,,Bouquet garni - Thym Laurier - Au Pas De Courses,Bouquet garni - Thym Laurier - Pascal Bassard Primeur - La pièce - ,,,
x,MPB17-AUL-1011,85,Avocat (Gros),Activé,,piece,2.50 €,"La pièce, environ 350g",0.350,1,2.50 €,2.5 €/piece,5,0.20,1.90 €,PBP17-grosavocat.jpg,PBP17-grosavocat.jpg,PBP17-grosavocat.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,A consommer|A laisser mûrir,123456789OND,,,,Espagne,,Non,"Douceur et onctuosité de la chair de l’avocat en font un partenaire gourmand au quotidien. Facile à consommer, il est présent sur les étals toute l’année pour contenter votre gourmandise et favoriser votre bien-être.",,,,0.350,,Avocat (Gros) - Au Pas De Courses,"Avocat (Gros) - Pascal Bassard Primeur - La pièce, environ 350g - Douceur et onctuosité de la chair de l’avocat en font un partenaire gourmand au quotidien. Fac",MPB17-AUL-1012,,
x,MPB17-FRO-1080,88,Fraise Elsanto,Activé,,piece,3.95 €,"La barquette de 500g
",0.500,1,3.95 €,3.95 €/piece,5,0.20,3.00 €,fraise.jpg,fraise.jpg,fraise.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,5678,,,,Belgique,,Non,,,,,0.500,,Fraise Elsanto - Au Pas De Courses,"Fraise Elsanto - Pascal Bassard Primeur - La barquette de 500g
 - ",MPB17-FRO-1064,re::^MPB17-FRO,
x,MPB17-AUL-1104,89,Mini concombre,Activé,,kg,9.95 €,Le kilo,1,1,9.95 €,9.95 €/kg,5,0.20,7.55 €,PBP17-miniconcombre.jpg,PBP17-miniconcombre.jpg,PBP17-miniconcombre.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,56789,,,,France,,Non,,,,,1.000,,Mini concombre - Au Pas De Courses,Mini concombre - Pascal Bassard Primeur - Le kilo - ,,,
x,MPB17-FRO-1065,90,Framboise,Activé,1,barquette,4.95 €,La barquette de 125g,0.125,1,4.95 €,4.95 €/barquette,5,0.20,3.75 €,framboise.jpg,framboise.jpg,framboise.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,456789ON,,,,France,,Non,"Sensuelle et charnue, la framboise possède une saveur parfumée et suave. Elle se déguste nature ou cuisinée, mais reste fragile. Ce petit fruit rouge présente un apport calorique modéré : avec elle, alliez plaisir en bouche et bien-être !",,,,0.125,,Framboise - Au Pas De Courses,"Framboise - Pascal Bassard Primeur - La barquette de 125g - Sensuelle et charnue, la framboise possède une saveur parfumée et suave. Elle se déguste nature ou c",,re::^MPB17-FRO,
x,MPB17-AUL-1048,91,Haricots Coco de Paimpol,Activé,,kg,3.50 €,Le kilo,1.000,1,3.50 €,3.5 €/kg,5,0.20,2.65 €,cocoplat.jpg,cocoplat.jpg,cocoplat.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,789,,,,France,,Non,"Le haricot plat appartient à la même espèce que le haricot vert que l'on consomme couramment, Phaseolus vulgaris. Il a les mêmes origines tropicales et offre des caractéristiques nutritionnelles comparables à celles de ce dernier : peu calorique, digeste, et relativement bien pourvu en vitamines C, pro-A et B9 ainsi qu'en fibres. Il se sème, se cultive et se récolte également de la même manière et aux mêmes époques : au potager, il est donc sans surprise par rapport au haricot vert classique.",,,,1.000,,Haricots Coco de Paimpol - Au Pas De Courses,"Haricots Coco de Paimpol - Pascal Bassard Primeur - Le kilo - Le haricot plat appartient à la même espèce que le haricot vert que l'on consomme couramment, Phas",,,
x,MPB17-TOM-1159,92,Tomate Black pearl,Activé,,kg,9.95 €,Les 500g,0.500,1,4.98 €,9.95 €/kg,5,0.20,3.77 €,PBP17-tomateblackpearl.jpg,PBP17-tomateblackpearl.jpg,PBP17-tomateblackpearl.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,56789,,,,France,Tomates de pleine terre,Non,,,,,0.500,,Tomate Black pearl - Au Pas De Courses,Tomate Black pearl - Pascal Bassard Primeur - Les 500g - ,,re::^MPB17-TOM,
