,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,categories,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,us_skus,re_skus,cs_skus,magmi_delete,
x,FDB17-VAC-1234,15,Gruyère au lait cru de vache,Activé,,kg,32.00 €,1 portion de 200g environ,0.200,1,6.40 €,32 €/kg,5,0.20,4.85 €,FRB17_Gruyere.jpg,FRB17_Gruyere.jpg,FRB17_Gruyere.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Suisse,,Non,32% de matière grasse,,,,0.200,Toute l'année,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1149,76,Cheddar Irlandais,0,,kg,19.80 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,Le cheddar est un fromage jaune pâle au goût prononcé au lait de vache. Il est originaire du village anglais de Cheddar dans le Somerset,,,0.000,jeudi,,,,
,FDB17-VAC-1314,70,Pecorino,Activé,,kg,30.00 €,1 portion de 200g environ,0.200,1,6.00 €,30 €/kg,5,0.20,4.55 €,pecorino.jpg,pecorino.jpg,pecorino.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Italie,,Non,Fromage pasteurisé.,,,,0.200,Dispo lors du relevé,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1047,34,Mimolette Extra Vieille au lait cru de vache,Activé,,kg,29.80 €,1 portion de 200g environ,0.200,1,5.96 €,29.8 €/kg,5,0.20,4.52 €,mimoletteextra.jpg,mimoletteextra.jpg,mimoletteextra.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Nord,,Non,"Fromage préféré du Général De Gaulle, la Mimolette (longtemps appelée Boule de Lille) est un fromage au lait de vache pasteurisé à pâte dure. La production de la Mimolette est mise en œuvre en Normandie et dans la Meuse. C’est la coloration de pâte au carotène (autrefois au rocou) qui lui donne sa couleur orangée.
Seul l’affinage, de 6 semaines à 2 ans est encore effectué à température ambiante dans les caves naturelles de briques rouges du Nord-Pas-de-Calais, sur des étagères en bois de sapin.","La mimolette, aussi appelée « vieux Hollande »1 ou « boule de Lille », est un fromage traditionnellement produit dans le nord de la France d'où elle est originaire, dans la région de Lille. C'est un fromage à base de lait de vache, à pâte pressée non cuite.",,,0.200,Dispo lors du relevé,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1124,166,"Brillat Savarin à la Truffe, au lait pasteurisé de vache",Activé,,kg,29.80 €,1 portion de 200g environ,0.200,1,5.96 €,29.8 €/kg,5,0.20,4.52 €,FRB17_Brillat_Savarin_Truffe.jpg,FRB17_Brillat_Savarin_Truffe.jpg,FRB17_Brillat_Savarin_Truffe.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Bourgogne,,Non,40% de matière grasse,,,,0.200,oui,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1223,33,Gouda à la Truffe d'Italie,Activé,,kg,29.50 €,1 portion de 200g environ,0.200,1,5.90 €,29.5 €/kg,5,0.20,4.47 €,goudatruffe.jpg,goudatruffe.jpg,goudatruffe.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Hollande,,Non,27% de matière grasse,,,,0.200,Dispo lors du relevé,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1150,243,Cheddar Organic au lait pasteurisé de vache,Activé,,kg,28.80 €,1 portion de 200g environ,0.200,1,5.76 €,28.8 €/kg,5,0.20,4.37 €,FRB17_Cheddar_Godminster.jpg,FRB17_Cheddar_Godminster.jpg,FRB17_Cheddar_Godminster.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Godminster,,Grande Bretagne,,Non,22% de matière grasse<br><br>Le cheddar est un fromage jaune pâle au goût prononcé au lait de vache. Il est originaire du village anglais de Cheddar dans le Somerset,"
",,,0.200,Produit n'est plus disponible,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1192,,Emmental au lait cru de vache,0,,kg,18.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
x,FDB17-VAC-1002,7,"Appenzeller, fromage au lait cru de vache",Activé,,kg,28.50 €,1 portion de 200g environ,0.200,1,5.70 €,28.5 €/kg,5,0.20,4.32 €,appenzeller.jpg,appenzeller.jpg,appenzeller.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Suisse,,Non,"25ù de matière grasse<br><br>L'appenzeller ou appenzel est un fromage suisse, spécialité des cantons d'Appenzell Rhodes-Intérieures et d'Appenzell Rhodes-Extérieures. C'est un fromage à base de lait de vache au goût corsé, raffiné et caractéristique.",,"Pour le déguster, il faut prévoir de le laisser à température ambiante 1/2 heure à 1 heure avant sa consommation. A conserver au frais dans l'emballage d'origine.",,0.200,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1193,167,Emmental Grotte,0,,kg,25.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Farfalle / orichiette fusilli 500g,,,,
x,FDB17-VAC-1057,16,Parmigiano-Reggiano Affinage 24 mois,Activé,,kg,28.00 €,1 portion de 100g environ,0.100,1,2.80 €,28 €/kg,5,0.20,2.12 €,parmegianoreggiano.jpg,parmegianoreggiano.jpg,parmegianoreggiano.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Italie,,Non,"Le Parmesan est un fromage à base de lait de vache, à pâte pressée cuite, affiné pendant 12 mois minimum, au goût fruité et typé. Introduit en France par la duchesse de Parme lorsqu'elle traversa la frontière transalpine pour marier un petit-fils de Louis XIV.",,,,0.100,Dispo lors du relevé,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1248,213,L'Entramme,0,,piece,3.50 €,,,,0.00 €,3.5 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Fromagerie Bio du Maine,http://www.fromageriebiodumaine.com/,,,Non,,,,,0.000,Toute l'année,,,,
x,FDB17-VAC-1069,110,"Vieux Gouda, au lait pasteurisé de vache",Activé,,kg,28.00 €,1 portion de 200g environ,0.200,1,5.60 €,28 €/kg,5,0.20,4.25 €,vieuxgouda.jpg,vieuxgouda.jpg,vieuxgouda.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Hollande,,Non,"Le Gouda est un fromage qui tire son nom d'un petit port de Hollande. Comme tous les fromages néerlandais ou de type néerlandais imités ailleurs, le Gouda est présenté sous trois qualité distinctes: tendre à deux mois d'affinage; demi-étuvé à six mois; étuvé à un an et plus","Au Pays-Bas, le gouda jeune sert à confectionner la fondue traditionnelle,  le kaasdoop gouda que l'on sert avec du pain brun ou des pommes de terre bouillies. Agé, le Gouda a pris une texture plus dense et devient excellent pour tous les plats au gratin ou râpé sur des pâtes alimentaires ",,,0.200,Dispo lors du relevé,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1221,12,Gorgonzola au lait pasteurisé,0,,kg,13.80 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
x,FDB17-VAC-1222,13,Gorgonzola Mascarpone au lait pasteurisé,0,,kg,14.80 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-VAC-1001,100,Abondance Fermier au lait cru de vache,Activé,,kg,26.00 €,1 portion de 200g environ,0.200,1,5.20 €,26 €/kg,5,0.20,3.94 €,abondance.jpg,abondance.jpg,abondance.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Savoie,AOP,Non,"33% de matière grasse<br><br>Ce fromage à pâte pressée cuite tient son nom de la localité où se tenait le marché, situé dans la région de Thonon-les-Bains (Haute-Savoie). Ce fromage de Savoie, l'Abondance est fabriqué avec le lait entier des vaches de la race dite ""d'Abondance"", coagulé très lentement. Il est protégé par une AOC depuis 1990.",,"Pour le déguster, il faut prévoir de le laisser à température ambiante 1/2 heure à 1 heure avant sa consommation. A conserver au frais dans l'emballage d'origine.",,0.200,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1284,18,Mozza Coupé,0,,kg,21.90 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-AUT-1270,179,"Melch Bio aux fleurs, au lait pasteurisé de vache",Activé,,kg,25.90 €,1 portion de 200g environ,0.200,1,5.18 €,25.9 €/kg,5,0.20,3.93 €,FRB17_Melch.jpg,FRB17_Melch.jpg,FRB17_Melch.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Autriche,,Non,28% de matière grasse<br><br>,,,,0.200,ok,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1285,71,Mozzarella Fumée,0,,kg,18.90 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Toute l'année,,,,
x,FDB17-CHE-1225,125,"Gouda Bio au Fenegriek, au lait pasteurisé de vache",Activé,,kg,25.80 €,1 portion de 200g environ,0.200,1,5.16 €,25.8 €/kg,5,0.20,3.91 €,FRB17_Gouda_Fenugrek.jpg,FRB17_Gouda_Fenugrek.jpg,FRB17_Gouda_Fenugrek.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Hollande,,"AB,Bio Européen",33% de matière grasse. Produit biologique.,,,,0.200,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1008,85,Brie de Melun au lait cru de vache,Activé,,kg,25.80 €,1 portion de 200g environ,0.200,1,5.16 €,25.8 €/kg,5,0.20,3.91 €,briemelun.jpg,briemelun.jpg,briemelun.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,Toute l'année,,,France Ile de France,AOP,Non,"27% de matière grasse<br><br>Le fromage Brie de Melun est fabriqué au lait cru à pâte molle légèrement salée. Son nom vient du lieu où jadis avaient lieu les marchés. Son histoire est  probablement liée à celle du Brie de Meaux, autrefois les produits étant totalement identiques.",,"Pour le déguster, il faut prévoir de le laisser à température ambiante 1/2 heure à 1 heure avant sa consommation. A conserver au frais dans l'emballage d'origine.",,0.200,Dispo lors du relevé,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1070,5,Quart de Reblochon Fermier au lait cru de vache,Activé,,Kg,25.50 €,1 portion de 120g environ,0.120,1,3.06 €,25.5 €/Kg,5,0.20,2.32 €,reblochon.jpg,reblochon.jpg,reblochon.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Savoie,,Non,"27% de matière grasse<br><br>Le fromage Reblochon est un fromage tout en rondeur, crémeux, couvert d'une fine ""mousse"" blanche qui jette un voile de douceur sur le grain très fin de sa croûte à la couleur jaune safranée. Tranché, le fromage Reblochon, typique de la Savoie, dévoile une pâte onctueuse et souple de couleur ivoire. En bouche, le fromage Reblochon révèle une saveur subtile et veloutée, relevée d'une fine tonalité de noisette.",,,,0.120,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1315,?,Pecorino Lait Cru,0,,kg,32.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,pecorino.jpg,pecorino.jpg,pecorino.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VAC-1316,140,Pecorino Tartufo,0,,kg,55.00 €,1 portion de 200g environ,0.200,1,11.00 €,55 €/kg,5,0.20,8.34 €,pecorinotartufo.jpg,pecorinotartufo.jpg,pecorinotartufo.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Italie,,Non,,,,,0.200,Produit n'est plus disponible,,,,
x,FDB17-VAC-1011,18,Cantal de Salers au lait cru de vache,Activé,,kg,21.80 €,1 portion de 200g environ,0.200,1,4.36 €,21.8 €/kg,5,0.20,3.31 €,salers.jpg,salers.jpg,salers.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Auvergne,AOP,Non,"27% de matière grasse<br><br>Cantal, Laguiole, Salers sont des fromages très proches : ils sont tous trois issus de la même région Cantal/Aveyron et sont fabriqués de la même manière. Leurs goûts et caractères est pourtant très marqués du fait de terroirs très spécifiques. Le laguiole compte des producteurs de lait du Cantal alors que le cantal est aussi fabriqué à partir de lait aveyronnais Le cantal est en même temps le plus connu et le plus vendu. La collecte pour livraison à la laiterie chez quelque 3 000 producteurs autorise un tonnage annuel de près de 20 000 tonnes. AOC depuis 1956, le cantal peut être fait à partir de lait cru ou thermisé ou pasteurisé, et ce toute l'année. L'obtention de l'appellation exige un affinage minimum de trente jours. Le salers, qui bénéficie d'une AOC depuis 1961, ne peut, lui, être fabriqué que pendant la période de mise à l'herbe des bêtes, soit de la mi-avril jusqu'à la mi-novembre, sur un terroir circonscrit au massif volcanique des monts d'Auvergne, soit à moyenne altitude. Le salers, c'est une centaine de producteurs et un volume de 1 500 tonnes par an. Il est le seul fromage véritablement fermier car issu d'une seule traite, d'un seul troupeau. L'affinage minimum est de trois mois. Avec 750 tonnes annuelles, le laguiole pèse le moins. à l'instar du salers, le fromage aveyronnais est fait de lait cru et entier. Les près de 80 producteurs et la coopérative Jeune Montagne, où 14 millions de litres sont transformés, ont choisi de se doter d'un cahier des charges strict garant de l'identité forte de l'Aubrac, et de la personnalité de ce fromage. Quant aux vaches, seules deux races sont admises : aubrac et la simmental, originaire des vallées alpines.",,,,0.200,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1333,15,Provolone,0,,kg,18.90 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-VAC-1377,11,Scarmoza,0,,kg,24.90 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,scamorza.jpg,scamorza.jpg,scamorza.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Italie,,Non,,,,,0.000,,,,,
,FDB17-VAC-1378,67,Simmental,0,,piece,3.80 €,,,,0.00 €,3.8 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VAC-1412,120,Vacherin,0,,kg,31.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-VAC-1136,83,Cantal Laguiole au lait cru de vache,Activé,,kg,21.80 €,1 portion de 200g environ,0.200,1,4.36 €,21.8 €/kg,5,0.20,3.31 €,FRB17_Laguiole.jpg,FRB17_Laguiole.jpg,FRB17_Laguiole.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Auvergne,,Non,"27% de matière grasse<br><br>Cantal, Laguiole, Salers sont des fromages très proches : ils sont tous trois issus de la même région Cantal/Aveyron et sont fabriqués de la même manière. Leurs goûts et caractères est pourtant très marqués du fait de terroirs très spécifiques. Le laguiole compte des producteurs de lait du Cantal alors que le cantal est aussi fabriqué à partir de lait aveyronnais Le cantal est en même temps le plus connu et le plus vendu. La collecte pour livraison à la laiterie chez quelque 3 000 producteurs autorise un tonnage annuel de près de 20 000 tonnes. AOC depuis 1956, le cantal peut être fait à partir de lait cru ou thermisé ou pasteurisé, et ce toute l'année. L'obtention de l'appellation exige un affinage minimum de trente jours. Le salers, qui bénéficie d'une AOC depuis 1961, ne peut, lui, être fabriqué que pendant la période de mise à l'herbe des bêtes, soit de la mi-avril jusqu'à la mi-novembre, sur un terroir circonscrit au massif volcanique des monts d'Auvergne, soit à moyenne altitude. Le salers, c'est une centaine de producteurs et un volume de 1 500 tonnes par an. Il est le seul fromage véritablement fermier car issu d'une seule traite, d'un seul troupeau. L'affinage minimum est de trois mois. Avec 750 tonnes annuelles, le laguiole pèse le moins. à l'instar du salers, le fromage aveyronnais est fait de lait cru et entier. Les près de 80 producteurs et la coopérative Jeune Montagne, où 14 millions de litres sont transformés, ont choisi de se doter d'un cahier des charges strict garant de l'identité forte de l'Aubrac, et de la personnalité de ce fromage. Quant aux vaches, seules deux races sont admises : aubrac et la simmental, originaire des vallées alpines.",,,,0.200,Produit n'est plus disponible,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1028,17,Emmental Suisse au lait cru de vache,Activé,,kg,21.00 €,1 portion de 250g environ,0.250,1,5.25 €,21 €/kg,5,0.20,3.98 €,emmental.jpg,emmental.jpg,emmental.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Suisse,,Non,"33% de matière grasse<br><br>L'Emmental est un fromage d'origine suisse, fabriqué au début prêt de Berne.",,,,0.250,Dispo lors du relevé,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1235,,"Le Moulis, au lait cru de vache, artisanal",Activé,,kg,19.90 €,1 portion de 150g,0.150,1,2.99 €,19.9 €/kg,5,0.20,2.26 €,FRB17_Moulis.jpg,FRB17_Moulis.jpg,FRB17_Moulis.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Pyrénées,,Non,29% de matière grasse,,,,0.150,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1226,184,Gouda Fenouil,0,,kg,25.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-AUT-1356,98,Rochebaron au lait pasteurisé de vache,Activé,,kg,19.80 €,1 portion de 150g environ,0.150,1,2.97 €,19.8 €/kg,5,0.20,2.25 €,FRB17_Rochebarron.jpg,FRB17_Rochebarron.jpg,FRB17_Rochebarron.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Auvergne,,Non,,,,,0.150,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1227,138,Gouda Pesto,0,,kg,19.90 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VAC-1228,302,Gouda Sans Sel,0,,kg,12.80 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-VAC-1067,11,Tomme de Savoie des Bauges au lait cru de vache,Activé,,kg,19.80 €,1 fromage de 300g environ,0.300,1,5.94 €,19.8 €/kg,5,0.20,4.50 €,tommesavoie.jpg,tommesavoie.jpg,tommesavoie.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Savoie,,Non,"20% de matière grasse<br><br>Le nom ""Tomme de Savoie"" n'est qu'un nom générique. En effet, il existe, dit-on, autant de Tommes ou fromage de Savoie que de vallées et de montagnes. Celle-ci provient de la région des Bauges située entre Annecy et Albertville.",,,,0.300,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1031,178,Gruyère AOP Kaltbach,0,,kg,29.80 €,1 portion de 250g environ,0.250,1,7.45 €,29.8 €/kg,5,0.20,5.65 €,kaltbach.jpg,kaltbach.jpg,kaltbach.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Kaltbach,http://www.emmi-kaltbach.ch/fr/nos-affines-en-grotte/kaltbach-le-gruyere-aop.html,,,Non,"Le Gruyère, à la fois corsé et fruité, est un grand classique parmi les fromages suisses à pâte dure. La production de fromages dans la région de Gruyère est ancestrale. La mention la plus ancienne remonte à l’an 1115. Grâce aux soins qui lui sont prodigués et à la maturation dans la grotte de grès de Kaltbach, le KALTBACH Gruyère AOP développe une patine brune rustique inimitable. Douze mois de maturation au minimum, trois mois à la fromagerie avant de reposer pendant neuf mois au minimum à KALTBACH, font du KALTBACH Gruyère AOP un fromage exceptionnel que l’on reconnaît de l’extérieur mais également à ses qualités intrinsèques: sa pâte tendre et sa finale prolongée, sans la moindre âcreté, séduiront tous les amateurs.",,,,0.250,oui,,,,
