,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,categories,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
,BDM17-CHA-1015,131,Bacon tranchée,Activé,,kg,22.90 €,1 portion de 100g en fines tranches,0.100,1,2.29 €,22.9 €/kg,5,0.2,1.74 €,BDM17-bacontranche.jpg,BDM17-bacontranche.jpg,BDM17-bacontranche.jpg,petitcommis_batignolles,Boucherie des Moines,Charcuterie,,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.080,0.100,Toute l'année,Bacon tranchée,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1209,132,Lard fumé,Activé,,kg,17.95 €,"1 portion de 200g environ (en tranche)
",0.200,1,3.59 €,17.95 €/kg,5,0.2,2.72 €,lardfume.jpg,lardfume.jpg,lardfume.jpg,petitcommis_batignolles,Boucherie des Moines,Charcuterie,,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,Poitrine fumée.,,,,0.200,Toute l'année,Lard fumé,Poitrine fumée.,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1330,133,Saucisse de Morteaux,Activé,,kg,24.95 €,1 saucisse de 450g environ,0.450,1,11.23 €,24.95 €/kg,5,0.2,8.51 €,BDM17-saucissemorteau.jpg,BDM17-saucissemorteau.jpg,BDM17-saucissemorteau.jpg,petitcommis_batignolles,Boucherie des Moines,Charcuterie,Charcuterie crue,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.000,0.450,Toute l'année,Saucisse de Morteaux,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1329,134,Saucisse de Montbelliard,Activé,,kg,19.95 €,1 saucisse de 180g environ,0.180,1,3.59 €,19.95 €/kg,5,0.2,2.72 €,BDM17-saucissemontbeliard.jpg,BDM17-saucissemontbeliard.jpg,BDM17-saucissemontbeliard.jpg,petitcommis_batignolles,Boucherie des Moines,Charcuterie,Charcuterie crue,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.000,0.180,Toute l'année,Saucisse de Montbelliard,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1335,135,Saucisses de Francfort x2,Activé,,kg,14.95 €,2 saucisses de 80g chacune environ,0.080,2,2.39 €,14.95 €/kg,5,0.2,1.81 €,francfort.jpg,francfort.jpg,francfort.jpg,petitcommis_batignolles,Boucherie des Moines,Charcuterie,Charcuterie crue,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.000,0.160,Toute l'année,Saucisses de Francfort x2,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1013,136,Andouillette à cuire de Troyes,Activé,,kg,28.95 €,1 Paquet de 400g contenant 2 Andouillettes,0.400,1,11.58 €,28.95 €/kg,5,0.2,8.78 €,andouillette.jpg,andouillette.jpg,andouillette.jpg,petitcommis_batignolles,Boucherie des Moines,Charcuterie,Charcuterie crue,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,,"
",,France,,Non,1 Paquet de 400g contenant 2 Andouillettes,,,0.000,0.400,Pas dispo lors du relevé,Andouillette à cuire de Troyes,1 Paquet de 400g contenant 2 Andouillettes,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1337,137,Saucisse Perche Ardéchoise « Fin Maigre »,Activé,1,kg,34.90 €,1 portion de 100g,0.100,1,3.49 €,34.9 €/kg,5,0.2,2.65 €,saucisseperche.jpg,saucisseperche.jpg,saucisseperche.jpg,petitcommis_batignolles,Boucherie des Moines,Charcuterie,,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,Teyssier,,France,,Non,40 % moins grasse : qualité supérieure / fabrication à l'ancienne,,,,0.100,Toute l'année,Saucisse Perche Ardéchoise « Fin Maigre »,40 % moins grasse : qualité supérieure / fabrication à l'ancienne,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1072,138,Chorizo,0,,kg,26.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Charcuterie,,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Chorizo,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1043,139,Boudin noir,Activé,,kg,12.90 €,1 portion de 200g environ,0.200,1,2.58 €,12.9 €/kg,5,0.2,1.96 €,boudin_noir.jpg,boudin_noir.jpg,boudin_noir.jpg,petitcommis_batignolles,Boucherie des Moines,Charcuterie,Charcuterie crue,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.000,0.200,Toute l'année,Boudin noir,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1156,140,Foie de Veau,Activé,,kg,38.95 €,1 foie de 150g environ,0.150,1,5.84 €,38.95 €/kg,5,0.2,4.43 €,foieveau.jpg,foieveau.jpg,foieveau.jpg,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.000,0.150,Toute l'année,Foie de Veau,,DAN17-VEA-111,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1287,141,Rognon de veau,0,,kg,22.95 €,1 portion,0.180,1,4.13 €,22.95 €/kg,5,0.2,3.13 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,,,Non,,,,0.000,0.180,Toute l'année,Rognon de veau,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1065,142,Cervelle de veau,0,,pièce,4.80 €,,,1,4.80 €,4.8 €/pièce,5,0.2,3.64 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,0.000,0.000,Non dispo lors du relevé,Cervelle de veau,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1154,143,Foie de bœuf,0,,kg,8.80 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Foie de bœuf,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1207,144,Langue de veau,0,,kg,15.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Langue de veau,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-BOE-1206,145,Langue de bœuf,0,,kg,11.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Bœuf,,Mon Boucher/Boucherie des Moines/Bœuf;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Langue de bœuf,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1358,146,Tête de veau,0,,kg,16.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,,,Non,,,,0.000,0.000,Toute l'année,Tête de veau,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1371,147,Tripe,0,,kg,11.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Charcuterie,,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,,,Non,,,,0.000,0.000,Toute l'année,Tripe,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1372,147,Tripes,0,,kg,11.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Charcuterie,,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,0.000,0.000,Non dispo lors du relevé,Tripes,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-BOE-1285,148,Rognon de bœuf,0,,kg,8.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Bœuf,,Mon Boucher/Boucherie des Moines/Bœuf;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Rognon de bœuf,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-AGN-1064,149,Cervelle d'agneau,0,,pièce,2.80 €,,,1,2.80 €,2.8 €/pièce,5,0.2,2.12 €,,,,petitcommis_batignolles,Boucherie des Moines,Agneau,,Mon Boucher/Boucherie des Moines/Agneau;;Mon Boucher/Boucherie des Moines/Tous,,,,France Sisteron,Sisteron Label Rouge,Non,,,,0.000,0.000,Fréquent,Cervelle d'agneau,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-POR-1286,149,Petite Cervelle,0,,pièce,2.80 €,,,,0.00 €,2.8 €/pièce,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Porc,,Mon Boucher/Boucherie des Moines/Porc;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Petite Cervelle,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-POR-1155,150,Foie de porc,0,,kg,8.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Porc,,Mon Boucher/Boucherie des Moines/Porc;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Foie de porc,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1248,151,Pieds de veau x2,0,,pièce,3.60 €,2 pieds de 400g chacun environ,0.400,2,7.20 €,3.6 €/pièce,5,0.2,5.46 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,,,Non,,,,0.000,0.800,Toute l'année,Pieds de veau x2,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1185,152,Gras double,0,,kg,11.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Sur commande,Gras double,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1283,153,Ris de veau,0,,kg,48.00 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Ris de veau,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1051,154,Broutard de veau,0,,kg,15.90 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Broutard de veau,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1126,155,Demi pied de veau,0,,pièce,1.80 €,,,,0.00 €,1.8 €/pièce,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Demi pied de veau,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1340,156,Saucisson de Lyon nature,0,,kg,21.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Charcuterie,Charcuterie crue,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,0.000,0.000,Pas dispo lors du relevé,Saucisson de Lyon nature,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-CHA-1341,156,Saucisson de Lyon pistaché,0,,kg,21.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Charcuterie,Charcuterie crue,Mon Boucher/Boucherie des Moines/Charcuterie;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,0.000,0.000,Pas dispo lors du relevé,Saucisson de Lyon pistaché,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-AGN-1153,157,Foie d'agneau,Activé,,kg,16.90 €,1 portion de 550g,0.550,1,9.30 €,16.9 €/kg,5,0.2,7.05 €,BDM17-foieagneau.jpg,BDM17-foieagneau.jpg,BDM17-foieagneau.jpg,petitcommis_batignolles,Boucherie des Moines,Agneau,,Mon Boucher/Boucherie des Moines/Agneau;;Mon Boucher/Boucherie des Moines/Tous,,,,France Sisteron,Sisteron Label Rouge,Non,,,,,0.550,Non dispo lors du relevé,Foie d'agneau,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1080,158,Coeur de veau,0,,kg,7.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Coeur de veau,,DAN17-VEA-120,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1260,159,Poitrine de veau farçie,0,,kg,22.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Poitrine de veau farçie,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1267,160,Poulet de Bresse effilé,0,,kg,19.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,Mieral,,France,IGP,Non,Elevé en pleine nature aux céréales de Bresse et au Lait,,,0.000,0.000,Toute l'année,Poulet de Bresse effilé,Elevé en pleine nature aux céréales de Bresse et au Lait,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1270,161,Poulet fermier des Landes Bio,Activé,,kg,12.50 €,1 poulet de 2kg environ (avant préparation),2.000,1,25.00 €,12.5 €/kg,5,0.2,18.96 €,BDM17-pouletfermierlandesbio.jpg,BDM17-pouletfermierlandesbio.jpg,BDM17-pouletfermierlandesbio.jpg,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,"
",,France,Label Rouge,"AB,Bio Européen",Produit biologique.,,,0.000,2.000,Marque peut varier (Marie Hot – Landes & Gastronomie),Poulet fermier des Landes Bio,Produit biologique.,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1271,162,Poulet fermier Noir effilé des landes,Activé,,kg,9.95 €,1 poulet de 2kg environ (avant préparation),2.000,1,19.90 €,9.95 €/kg,5,0.2,15.09 €,BDM17-pouletfermiernoir.jpg,BDM17-pouletfermiernoir.jpg,BDM17-pouletfermiernoir.jpg,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,"Label Rouge, IGP",Non,Non vidé,,,0.000,2.000,Toute l'année,Poulet fermier Noir effilé des landes,Non vidé,DAN17-VOL-510,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1265,163,Poulet à rotir,0,,kg,9.75 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,Non vidé,,,0.000,0.000,Non dispo lors du relevé,Poulet à rotir,Non vidé,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1264,164,Poulet A,0,,pièce,6.00 €,,,1,6.00 €,6 €/pièce,5,0.2,4.55 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,,,Non,,,,0.000,0.000,Toute l'année,Poulet A,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1087,165,Coquelet jaune,0,,pièce,6.40 €,,,1,6.40 €,6.4 €/pièce,5,0.2,4.85 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,,,Non,,,,0.000,0.000,Toute l'année,Coquelet jaune,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1253,166,Pintade fermière jaune des Landes,0,,kg,10.95 €,1 volaille,1.700,1,18.62 €,10.95 €/kg,5,0.2,14.12 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Pintade,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,"
",,Landes,"IGP, Label Rouge",Non,"94 jours mini de vie, élevée en plein air",,,0.000,1.700,Marque peut varier (Marie Hot – Landes & Gastronomie),Pintade fermière jaune des Landes,"94 jours mini de vie, élevée en plein air",,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1056,167,Canette fermière effilée classe A,0,,kg,10.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Canard,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,"Challans, Volailles des Champs",,France Vendée,Label Rouge,Non,"Alimentée avec 100 % de produits végétaux, minéraux et vitamines dont 75 % de céréales. Fermière, élevée en plein air, durée d'élevage : 70 jours minimum",,,0.000,0.000,Toute l'année,Canette fermière effilée classe A,"Alimentée avec 100 % de produits végétaux, minéraux et vitamines dont 75 % de céréales. Fermière, élevée en plein air, durée d'élevage : 70 jours minimum",DAN17-VOL-512,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1250,168,Pigeon,0,,pièce,13.90 €,,,,0.00 €,13.9 €/pièce,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,"94 jours mini de vie, élevée en plein air",,,,0.000,Non dispo lors du relevé,Pigeon,"94 jours mini de vie, élevée en plein air",,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1052,169,Caille de Vendée,Activé,1,pièce,3.75 €,1 pièce de 250g environ,0.250,1,3.75 €,3.75 €/pièce,5,0.2,2.84 €,BDM17_Cailles.jpg,BDM17_Cailles.jpg,BDM17_Cailles.jpg,petitcommis_batignolles,Boucherie des Moines,Volaille,Caille,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,,,,France Vendée,,Non," L’automne est la saison durant laquelle il est possible de déguster des cailles issues de la chasse. Les cailles d’élevage,  sont disponibles tout au long de l’année.","On peut déguster la caille entière ou désossée, rôtie, farcie… Elle est souvent cuite au four, mais il est possible de la cuire en cocotte pour éviter que la viande se dessèche trop.","Associez la caille avec des champignons ou des saveurs fruitées, telles le raison, la prune…",0.000,0.250,Toute l'année,Caille de Vendée," L’automne est la saison durant laquelle il est possible de déguster des cailles issues de la chasse. Les cailles d’élevage,  sont disponibles tout au long de l’année.",,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1216,170,Magret de Canard Sud Ouest,0,,kg,23.80 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Canard,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France Périgord,IGP,Non,Produit frais issu de canard à foie gras du Périgord,,,0.000,0.000,Toute l'année,Magret de Canard Sud Ouest,Produit frais issu de canard à foie gras du Périgord,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1149,171,Filet de Dinde,Activé,,kg,14.95 €,1 filet de 170g environ,0.170,1,2.54 €,14.95 €/kg,5,0.2,1.93 €,filetdinde.jpg,filetdinde.jpg,filetdinde.jpg,petitcommis_batignolles,Boucherie des Moines,Volaille,Dinde,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.000,0.170,Toute l'année,Filet de Dinde,,DAN17-VOL-500,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1115,172,Cuisse de dinde,0,,kg,7.90 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Dinde,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Cuisse de dinde,,DAN17-VOL-501,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1008,173,Aileron de dinde,0,,kg,4.50 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Dinde,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Aileron de dinde,,DAN17-VOL-504,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1303,174,Filet de Poulet,Activé,1,kg,14.95 €,1 filet de 170g environ,0.170,1,2.54 €,14.95 €/kg,5,0.2,1.93 €,BDM17-filet-poulet.jpg,BDM17-filet-poulet.jpg,BDM17-filet-poulet.jpg,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.000,0.170,Toute l'année,Filet de Poulet,,DAN17-VOL-505,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1122,175,Cuisse de Poulet fermier,Activé,,kg,13.95 €,1 cuisse de 350g environ,0.350,1,4.88 €,13.95 €/kg,5,0.2,3.70 €,BDM17-cuissepouletfermier.jpg,BDM17-cuissepouletfermier.jpg,BDM17-cuissepouletfermier.jpg,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,Label Rouge,Non,,,,0.000,0.350,Toute l'année,Cuisse de Poulet fermier,,DAN17-VOL-506,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1009,176,Aile de Poulet,0,,kg,4.95 €,2 filets de 170g chacun environ,0.170,2,1.68 €,4.95 €/kg,5,0.2,1.28 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,0.000,0.340,Non dispo lors du relevé,Aile de Poulet,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1174,177,Foies de poulet,0,,kg,8.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,,,Non,,,,0.000,0.000,Toute l'année,Foies de poulet,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1263,178,Poule effilée,0,,kg,6.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,France Coq,,France Lorraine,,Non,,,,0.000,0.000,Toute l'année,Poule effilée,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1208,179,Lapin entier,Activé,1,kg,13.95 €,"1 pièce de 1,9kg environ",1.900,1,26.51 €,13.95 €/kg,5,0.2,20.10 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Lapin,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France Bretagne,,Non,,,,0.000,1.900,Toute l'année,Lapin entier,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1117,180,Cuisse de Lapin,0,,kg,19.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Lapin,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France Vendée,,Non,,,,0.000,0.000,Toute l'année,Cuisse de Lapin,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1278,181,Râble de Lapin,0,,kg,18.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Lapin,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France Vendée,,Non,,,,0.000,0.000,Toute l'année,Râble de Lapin,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1053,182,Canette à rôtir,0,,kg,10.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Canard,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,0.000,0.000,Non dispo lors du relevé,Canette à rôtir,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1119,183,Cuisse de poulet,0,,kg,8.00 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Poulet,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,,,,,,Non,,,,,0.000,Non dispo lors du relevé,Cuisse de poulet,,,"re::^CDV,re::^MPB17-ARO",
