,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
,LRE-PDT-007,,Pomme de terre Delicatesse Bio,0,0,kg,2.60 €,La portion de 500g,0.500,1,1.30 €,2.6 €/kg,5,0.20,0.99 €,LRE17-pdtdelicatesse.jpg,LRE17-pdtdelicatesse.jpg,LRE17-pdtdelicatesse.jpg,Pomme de terre Delicatesse Bio,Pomme de terre Delicatesse Bio,Pomme de terre Delicatesse Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,Agrobiodôme,,France Drôme,Direct Producteur,AB,Chair tendre,,,,0.500,,Pomme de terre Delicatesse Bio - Au Pas De Courses,Pomme de terre Delicatesse Bio - La Récolte - La portion de 500g - Chair tendre,,,
,LRE-PDT-008,,Pomme de terre Désirée Bio,0,0,kg,2.60 €,La portion de 500g,0.500,1,1.30 €,2.6 €/kg,5,0.20,0.99 €,,,,Pomme de terre Désirée Bio,Pomme de terre Désirée Bio,Pomme de terre Désirée Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,Chair tendre,,,,0.500,,Pomme de terre Désirée Bio - Au Pas De Courses,Pomme de terre Désirée Bio - La Récolte - La portion de 500g - Chair tendre,,,
x,LRE-PDT-009,,Pomme de terre Cocktail Bio,Activé,0,kg,2.60 €,La portion de 500g,0.500,1,1.30 €,2.6 €/kg,5,0.20,0.99 €,LRE17-pdtcocktail.jpg,LRE17-pdtcocktail.jpg,LRE17-pdtcocktail.jpg,Pomme de terre Cocktail Bio,Pomme de terre Cocktail Bio,Pomme de terre Cocktail Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"Chair ferme à l'apéritif, sautées",,,,0.500,,Pomme de terre Cocktail Bio - Au Pas De Courses,"Pomme de terre Cocktail Bio - La Récolte - La portion de 500g - Chair ferme à l'apéritif, sautées",,,
,LRE-PDT-010,,Pomme de Terre Vitelotte Bio,0,0,kg,3.90 €,La portion de 500g,0.500,1,1.95 €,3.9 €/kg,5,0.20,1.48 €,,,,Pomme de Terre Vitelotte Bio,Pomme de Terre Vitelotte Bio,Pomme de Terre Vitelotte Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,Agrobiodôme,,France Drôme,Direct Producteur,AB,"Chair fondante, connue pour les chips! Egalement bonne en purée",,,,0.500,,Pomme de Terre Vitelotte Bio - Au Pas De Courses,"Pomme de Terre Vitelotte Bio - La Récolte - La portion de 500g - Chair fondante, connue pour les chips! Egalement bonne en purée",,,
,LRE-PDT-011,,Pomme de Terre Chérie Bio,0,0,kg,2.60 €,La portion de 500g,0.500,1,1.30 €,2.6 €/kg,5,0.20,0.99 €,LRE17-pdtcherie.jpg,LRE17-pdtcherie.jpg,LRE17-pdtcherie.jpg,Pomme de Terre Chérie Bio,Pomme de Terre Chérie Bio,Pomme de Terre Chérie Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,EARL Le Clos,,France Provence,Direct Producteur,AB,Chair ferme,,,,0.500,,Pomme de Terre Chérie Bio - Au Pas De Courses,Pomme de Terre Chérie Bio - La Récolte - La portion de 500g - Chair ferme,,,
x,LRE-PDT-012,,Pomme de terre Allians Bio,Activé,0,kg,2.60 €,La portion de 500g,0.500,1,1.30 €,2.6 €/kg,5,0.20,0.99 €,LRE17-pdtallians.jpg,LRE17-pdtallians.jpg,LRE17-pdtallians.jpg,Pomme de terre Allians Bio,Pomme de terre Allians Bio,Pomme de terre Allians Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,FAOU,,France Bretagne,Direct Producteur,AB,"Chair ferme, cuisson à l'eau, vapeur, rissolées ou sautés. Très bonne en salades, raclettes, tartiflettes ou choucroutes.",,,,0.500,,Pomme de terre Allians Bio - Au Pas De Courses,"Pomme de terre Allians Bio - La Récolte - La portion de 500g - Chair ferme, cuisson à l'eau, vapeur, rissolées ou sautés. Très bonne en salades, raclettes, tart",,,
,LRE-PEP-001,,Pomme GoldRush,0,0,kg,3.50 €,Le kilo,1.000,1,3.50 €,3.5 €/kg,5,0.20,2.65 €,LRE17-pommegoldrush.jpg,LRE17-pommegoldrush.jpg,LRE17-pommegoldrush.jpg,Pomme GoldRush,Pomme GoldRush,Pomme GoldRush,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Poire & Pomme Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Poire & Pomme Bio,,,,Roche,,France Sud Ouest,Direct Producteur,AB,"Sucrée, douce, ferme",,,,1.000,,Pomme GoldRush - Au Pas De Courses,"Pomme GoldRush - La Récolte - Le kilo - Sucrée, douce, ferme",,,
,LRE-PEP-002,,Pomme Granny Smith,0,0,kg,3.50 €,Le kilo,1.000,1,3.50 €,3.5 €/kg,5,0.20,2.65 €,LRE17-pommegrannysmith.jpg,LRE17-pommegrannysmith.jpg,LRE17-pommegrannysmith.jpg,Pomme Granny Smith,Pomme Granny Smith,Pomme Granny Smith,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Poire & Pomme Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Poire & Pomme Bio,,,,Carle,,France Drôme,"Direct Producteur, Demeter, Biodynamie",AB,"Croquante, fraîche et fruitée, acidulée",,,,1.000,,Pomme Granny Smith - Au Pas De Courses,"Pomme Granny Smith - La Récolte - Le kilo - Croquante, fraîche et fruitée, acidulée",,,
,LRE-PEP-003,,Pomme Harmonie,0,0,kg,3.50 €,Le kilo,1.000,1,3.50 €,3.5 €/kg,5,0.20,2.65 €,LRE17-pommeharmonie.jpg,LRE17-pommeharmonie.jpg,LRE17-pommeharmonie.jpg,Pomme Harmonie,Pomme Harmonie,Pomme Harmonie,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Poire & Pomme Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Poire & Pomme Bio,,,,Nathalie & Philippe,,France Sud Ouest,Direct Producteur,AB,Juteuse et acidulée,,,,1.000,,Pomme Harmonie - Au Pas De Courses,Pomme Harmonie - La Récolte - Le kilo - Juteuse et acidulée,,,
,LRE-PEP-004,,Pomme Florina Bio,0,1,kg,3.50 €,Le kilo,1.000,1,3.50 €,3.5 €/kg,5,0.20,2.65 €,LRE17-florina.jpg,LRE17-florina.jpg,LRE17-florina.jpg,Pomme Florina Bio,Pomme Florina Bio,Pomme Florina Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Poire & Pomme Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Poire & Pomme Bio,,,,Nathalie & Philippe,,France Sud Ouest,Direct Producteur,AB,Les pommes Florina bio sont très sucrées et sont particulièrement bonne pour les compotes.,,,,1.000,,Pomme Florina Bio - Au Pas De Courses,Pomme Florina Bio - La Récolte - Le kilo - Les pommes Florina bio sont très sucrées et sont particulièrement bonne pour les compotes.,,,
x,LRE-PEP-005,,Pomme Juliet Bio,Activé,1,kg,3.50 €,Le kilo,1.000,1,3.50 €,3.5 €/kg,5,0.20,2.65 €,LRE17-pommejuliet.jpg,LRE17-pommejuliet.jpg,LRE17-pommejuliet.jpg,Pomme Juliet Bio,Pomme Juliet Bio,Pomme Juliet Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Poire & Pomme Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Poire & Pomme Bio,,,,Cardell,,France Avignon,Direct Producteur,AB,"La pomme Juliet est une variété de pomme bicolore rouge et jaune. Elle est cultivée dans le respect du cahier des charges Agriculture Biologique. Bonne à croquer avec la peau, elle contient beaucoup de vitamines.",,,,1.000,,Pomme Juliet Bio - Au Pas De Courses,Pomme Juliet Bio - La Récolte - Le kilo - La pomme Juliet est une variété de pomme bicolore rouge et jaune. Elle est cultivée dans le respect du cahier des char,,,
x,LRE-PEP-006,,Pomme Idared Bio,Activé,1,kg,3.50 €,Le kilo,1.000,1,3.50 €,3.5 €/kg,5,0.20,2.65 €,LRE17-pommeidared.jpg,LRE17-pommeidared.jpg,LRE17-pommeidared.jpg,Pomme Idared Bio,Pomme Idared Bio,Pomme Idared Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Poire & Pomme Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Poire & Pomme Bio,,,,Famille Carle,,France Rhône,"Direct Producteur, Demeter, Biodynamie",AB,"La pomme Idared bio est une variété née en 1935 aux Etats-Unis grâce à des chercheurs de la station expérimentale de Moscow dans l'Idaho. Sa peau recouvre une chair blanche, demi-croquante et juteuse. C'est une variété douce, acidulée et légèrement sucrée. Appréciée autant au couteau qu'en patisserie, c'est une variété tardive, à consommer de préférence entre janvier et  avril.",,,,1.000,,Pomme Idared Bio - Au Pas De Courses,Pomme Idared Bio - La Récolte - Le kilo - La pomme Idared bio est une variété née en 1935 aux Etats-Unis grâce à des chercheurs de la station expérimentale de M,,,
x,LRE-PEP-007,,Pomme Dalinette Bio,Activé,1,kg,3.50 €,Le kilo,1.000,1,3.50 €,3.5 €/kg,5,0.20,2.65 €,LRE17-pommedalinette.jpg,LRE17-pommedalinette.jpg,LRE17-pommedalinette.jpg,Pomme Dalinette Bio,Pomme Dalinette Bio,Pomme Dalinette Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Poire & Pomme Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Poire & Pomme Bio,,,,Mme Cazes,,France Midi Pyrénées,Direct Producteur,AB,"La pomme Dalinette bio est issue d'un croisement naturel apparu en 2007, elle est également connu sous le nom Choupette. Très croquante, le goût de la pomme Dalinette est parfaitement équilibré. Entre sucre et acidité, elle révèle un parfum subtil et corsé à la fois. La dalinette est une variété tardive, elle est à consommer de préférence du mois de janvier au mois d'avril.",,,,1.000,,Pomme Dalinette Bio - Au Pas De Courses,"Pomme Dalinette Bio - La Récolte - Le kilo - La pomme Dalinette bio est issue d'un croisement naturel apparu en 2007, elle est également connu sous le nom Choup",,,
,LRE-SAL-001,,Cresson Bio,0,0,botte,3.90 €,La botte,,1,3.90 €,3.9 €/botte,5,0.20,2.96 €,LRE17-cresson.jpg,LRE17-cresson.jpg,LRE17-cresson.jpg,Cresson Bio,Cresson Bio,Cresson Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Salade Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Salade Bio,,,,Jean Michel Lesage,,France Essonne,"Direct Producteur, Local",AB,Le cression bio s'accommode en soupe ou en salade,,,,0.000,,Cresson Bio - Au Pas De Courses,Cresson Bio - La Récolte - La botte - Le cression bio s'accommode en soupe ou en salade,,,
,LRE-SAL-002,,Jeunes Pousses Mesclun Roquette Bio,Activé,0,kg,19.50 €,Les 200g environ,0.200,1,3.90 €,19.5 €/kg,5,0.20,2.96 €,,,,Jeunes Pousses Mesclun Roquette Bio,Jeunes Pousses Mesclun Roquette Bio,Jeunes Pousses Mesclun Roquette Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Salade Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Salade Bio,,,,Regnault,,France Auvergne,"Direct Producteur, Demeter, Biodynamie",AB,,,,,0.200,,Jeunes Pousses Mesclun Roquette Bio - Au Pas De Courses,Jeunes Pousses Mesclun Roquette Bio - La Récolte - Les 200g environ - ,,,
,LRE-SAL-003,,Endive Bio,0,0,kg,7.90 €,"Les 500g, 2 ou 3 endives",0.500,1,3.95 €,7.9 €/kg,5,0.20,3.00 €,LRE17-endive.jpg,LRE17-endive.jpg,LRE17-endive.jpg,Endive Bio,Endive Bio,Endive Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Salade Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Salade Bio,,,,,,France Bretagne,Direct Producteur,AB,,,,,0.500,,Endive Bio - Au Pas De Courses,"Endive Bio - La Récolte - Les 500g, 2 ou 3 endives - ",,,
,LRE-SAL-005,,Epinards bio,Activé,0,kg,8.20 €,les 250g environ,0.250,1,2.05 €,8.2 €/kg,5,0.20,1.55 €,LRE17-Epinards.jpg,LRE17-Epinards.jpg,LRE17-Epinards.jpg,Epinards bio,Epinards bio,Epinards bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Salade Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Salade Bio,,,,Alain Regnault,,France Auvergne,"Direct Producteur, Demeter, Biodynamie",AB,Les épinards bio se dégusteront avec délice crue en salade ou cuit,,,,0.250,,Epinards bio - Au Pas De Courses,Epinards bio - La Récolte - les 250g environ - Les épinards bio se dégusteront avec délice crue en salade ou cuit,,,
,LRE-SAL-004,,Salade Bio,0,0,pièce,1.90 €,La pièce,,1,1.90 €,1.9 €/pièce,5,0.20,1.44 €,LRE17-salade.jpg,LRE17-salade.jpg,LRE17-salade.jpg,Salade Bio,Salade Bio,Salade Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Salade Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Salade Bio,,,,Regnault  /Les Fanavoles / Famille Paugam,,France Auvergne Sud Ouest Bretagne,Direct Producteur,AB,,,,,0.000,,Salade Bio - Au Pas De Courses,Salade Bio - La Récolte - La pièce - ,,,
,LRE-SAL-006,,Salade Bio,0,0,pièce,1.90 €,La pièce,,1,1.90 €,1.9 €/pièce,5,0.20,1.44 €,LRE17-salade.jpg,LRE17-salade.jpg,LRE17-salade.jpg,Salade Bio,Salade Bio,Salade Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Salade Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Salade Bio,,,,Regnault  /Les Fanavoles / Famille Paugam,,France Auvergne Sud Ouest Bretagne,Direct Producteur,AB,,,,,0.000,,Salade Bio - Au Pas De Courses,Salade Bio - La Récolte - La pièce - ,,,
,LRE-FRO-001,,Brousse de brebis du Larzac pasteurisé Bio,Activé,0,pièce,6.80 €,La pièce,,1,6.80 €,6.8 €/pièce,5,0.20,5.16 €,LRE17-broussebrebis.jpg,LRE17-broussebrebis.jpg,LRE17-broussebrebis.jpg,Brousse de brebis du Larzac pasteurisé Bio,Brousse de brebis du Larzac pasteurisé Bio,Brousse de brebis du Larzac pasteurisé Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Brebis Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Brebis Bio,,,,Coopérative Les Bergers du Larzac,www.bergersdularzac.fr,France Aveyron,,AB,"La brousse de brebis du Larzac bio est un fromage de lactosérum pasteurisé qui se déguste nature ou cuisinée. Le lait biologique utilisé pour la fabrication de ce fromage provient des producteurs du causse du LARZAC et des monts du LEVEZOU. La brousse peut vous permettre d'agrémenter tous vos plats salés: en farce, gratinés, en ravioli, .... Elle est aussi utilisé comme dessert avec du sucre, du miel, de la confiture et peut substituer la recuite dans la recettes de la Flaune (gâteau traditionnel du Sud-Aveyron) - Contient 12% de matière grasse. ",,,,0.000,,Brousse de brebis du Larzac pasteurisé Bio - Au Pas De Courses,Brousse de brebis du Larzac pasteurisé Bio - La Récolte - La pièce - La brousse de brebis du Larzac bio est un fromage de lactosérum pasteurisé qui se déguste n,,,
,LRE-FRO-002,,Camembert brebis L'Encalat thermisé Bio,Activé,0,pièce,8.95 €,La pièce,0.240,1,8.95 €,8.95 €/pièce,5,0.20,6.79 €,LRE17-camabertbrebis.jpg,LRE17-camabertbrebis.jpg,LRE17-camabertbrebis.jpg,Camembert brebis L'Encalat thermisé Bio,Camembert brebis L'Encalat thermisé Bio,Camembert brebis L'Encalat thermisé Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Brebis Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Brebis Bio,,,,Coopérative Les Bergers du Larzac,www.bergersdularzac.fr,France Larzac,,AB,"Le camembert de brebis L'encalat est un fromage de brebis au lait thermisé bio (température inférieure à la pasteurisation). Le lait biologique utilisé pour la fabrication de ce fromage provient des producteurs du causse du LARZAC et des monts du LEVEZOU. A l'origine, L'Encalat désignait des petits fromages de vache frais fabriqués en fin de saison dans le Nord-Aveyron, Cantal, etc. Ils étaient aussi utilisés pour faire un gâteau appelé "" La tarte à l'Encalat"". Petit à petit, le terme est descendu dans le Sud-Aveyron mais pour désigner un fromage de brebis affinés de caractère.
Cet Encalat est un fromage de brebis pate molle à croûte fleurie au caractère présure et à la pâte fondante - Contient 27% de matière grasse.",Il est conseillé de le sortir à température ambiante 30 à 60 min avant de le servir pour que celui-ci développe l'ensemble de ces arômes,,,0.240,,Camembert brebis L'Encalat thermisé Bio - Au Pas De Courses,Camembert brebis L'Encalat thermisé Bio - La Récolte - La pièce - Le camembert de brebis L'encalat est un fromage de brebis au lait thermisé bio (température in,,,
,LRE-FRO-003,,Brebis frais bio,Activé,0,pièce,5.40 €,La pièce,0.170,1,5.40 €,5.4 €/pièce,5,0.20,4.09 €,,,,Brebis frais bio,Brebis frais bio,Brebis frais bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Brebis Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Brebis Bio,,,,,,,,AB,,,,,0.170,,Brebis frais bio - Au Pas De Courses,Brebis frais bio - La Récolte - La pièce - ,,,
,LRE-FRO-004,,Brebis demi-sec bio,Activé,0,pièce,6.90 €,La pièce,0.150,1,6.90 €,6.9 €/pièce,5,0.20,5.23 €,LRE17-brebisdemisec.jpg,LRE17-brebisdemisec.jpg,LRE17-brebisdemisec.jpg,Brebis demi-sec bio,Brebis demi-sec bio,Brebis demi-sec bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Brebis Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Brebis Bio,,,,,,France Bourgogne,,AB,23% de matière grasse,,,,0.150,,Brebis demi-sec bio - Au Pas De Courses,Brebis demi-sec bio - La Récolte - La pièce - 23% de matière grasse,,,
,LRE-FRO-005,,Crottin ail ciboulette Bio,Activé,0,pièce,3.80 €,La pièce,0.080,1,3.80 €,3.8 €/pièce,5,0.20,2.88 €,LRE17-crottinail.jpg,LRE17-crottinail.jpg,LRE17-crottinail.jpg,Crottin ail ciboulette Bio,Crottin ail ciboulette Bio,Crottin ail ciboulette Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Chèvre Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Chèvre Bio,,,,,,,,AB,,,,,0.080,,Crottin ail ciboulette Bio - Au Pas De Courses,Crottin ail ciboulette Bio - La Récolte - La pièce - ,,,
,LRE-FRO-006,,L'Ougette du Larzac Bio,Activé,0,pièce,3.50 €,La pièce,0.060,1,3.50 €,3.5 €/pièce,5,0.20,2.65 €,,,,L'Ougette du Larzac Bio,L'Ougette du Larzac Bio,L'Ougette du Larzac Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Brebis Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Brebis Bio,,,,Coopérative Les Bergers du Larzac,www.bergersdularzac.fr,France Larzac,,AB,"L'ougette du Larzac bio est un petit fromage de 60 grammes issu de l'agriculture Biologique, élaboré dans le causse du Larzac. Le lait biologique utilisé pour la fabrication de ce fromage provient des producteurs du causse du LARZAC et des monts du LEVEZOU. Il est de type ""Lactique"" et est affiné de 6 à 15 jours pour donner une pâte fine et crémeuse en bouche.",Il est conseillé de le sortir à température ambiante 30 à 60 min avant de le servir pour que celui-ci développe l'ensemble de ces arômes,,,0.060,,L'Ougette du Larzac Bio - Au Pas De Courses,"L'Ougette du Larzac Bio - La Récolte - La pièce - L'ougette du Larzac bio est un petit fromage de 60 grammes issu de l'agriculture Biologique, élaboré dans le c",,,
,LRE-FRO-007,,Caprino Stagionato Bio,0,0,kg,34.00 €,,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,Caprino Stagionato Bio,Caprino Stagionato Bio,Caprino Stagionato Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Brebis Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Brebis Bio,,,,,,,,AB,,,,,0.000,,Caprino Stagionato Bio - Au Pas De Courses,Caprino Stagionato Bio - La Récolte -  - ,,,
,LRE-FRO-008,,Lo Perot du Larzac Bio,Activé,0,pièce,6.90 €,La pièce,0.150,1,6.90 €,6.9 €/pièce,5,0.20,5.23 €,LRE17-loperac.jpg,LRE17-loperac.jpg,LRE17-loperac.jpg,Lo Perot du Larzac Bio,Lo Perot du Larzac Bio,Lo Perot du Larzac Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Brebis Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Brebis Bio,,,,Coopérative Les Bergers du Larzac,www.bergersdularzac.fr,France Larzac,,AB,"Le Lo Perot du Larzac bio est un pérail en Agriculture Biologique de 150 grammes. Il est élaboré dans nos ateliers sur le causse du Larzac. Ce fromage de type ""Lactique"" est affiné de 6 à 15 jours pour donner une pâte fine et crémeuse en bouche.Le lait biologique utilisé pour la fabrication de ce fromage provient des producteurs du causse du LARZAC et des monts du LEVEZOU - Fromage de brebis au lait thermisé (température inférieure à la pasteurisation) - contient 20% de matière grasse.",Il est conseillé de le sortir à température ambiante 30 à 60 min avant de le servir pour que celui-ci développe l'ensemble de ces arômes,,,0.150,,Lo Perot du Larzac Bio - Au Pas De Courses,Lo Perot du Larzac Bio - La Récolte - La pièce - Le Lo Perot du Larzac bio est un pérail en Agriculture Biologique de 150 grammes. Il est élaboré dans nos ateli,,,
,LRE-FRO-009,,Tomme de brebis La Nauc Bio,Activé,0,kg,38.90 €,La portion de 150g environ,0.150,1,5.84 €,38.9 €/kg,5,0.20,4.42 €,LRE17-tommelanauc.jpg,LRE17-tommelanauc.jpg,LRE17-tommelanauc.jpg,Tomme de brebis La Nauc Bio,Tomme de brebis La Nauc Bio,Tomme de brebis La Nauc Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Brebis Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Brebis Bio,,,,Coopérative Les Bergers du Larzac,www.bergersdularzac.fr,France Larzac,,AB,La Tomme de Brebis La Nauc Bio est un fromage de brebis à pâte molle et croute lavée. Il est fabriqué de façon artisanale dans nos ateliers et affiné en cave chaude et humide. il peut être affiné entre 20 et 45 jours selon la demande faisant ainsi varier la texture (plus ou moins fondante) et le goût. Le lait biologique utilisé pour la fabrication de ce fromage provient des producteurs du causse du LARZAC et des monts du LEVEZOU.,Il se conserve de façon optimale à une température de 8 à 10°C mais il doit être protégé du froid direct (enveloppé dans du papier) pour éviter le dessèchement de sa croûte. Il est conseillé de le sortir à température ambiante 30 à 60 min avant de le servir pour que celui-ci puisse développer l'ensemble de ses qualités organoleptiques. ,,,0.150,,Tomme de brebis La Nauc Bio - Au Pas De Courses,Tomme de brebis La Nauc Bio - La Récolte - La portion de 150g environ - La Tomme de Brebis La Nauc Bio est un fromage de brebis à pâte molle et croute lavée. Il,,,
